109
3,9,20
3,9,21
3,9,22
3,9,23
3,9,24
3,9,25
3,9,26
3,9,27
3,9,28
3,9,30
3,9,31
3,9,34
3,9,41
3,9,42
3,9,43
3,9,45
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20,30
3,20,31
3,20,32
3,20,33
3,20,34
3,20,36
3,20,37
3,20,38
3,20,39
3,20,41
3,20,42
3,20,43
3,20,44
3,20,45
3,20,47
3,20,48
3,20,51
3,20,52
3,20,54
3,20,55
3,21,30
3,21,31
3,21,32
3,21,33
3,21,34
3,21,36
3,21,37
3,21,38
3,21,39
3,21,41
3,21,42
3,21,43
3,21,44
3,21,45
3,21,47
3,21,48
3,21,51
3,21,52
3,21,54
3,21,55
3,22,30
3,22,31
3,22,32
3,22,33
3,22,34
3,22,36
3,22,37
3,22,38
3,22,39
3,22,41
3,22,42
3,22,43
3,22,44
3,22,45
3,22,47
3,22,48
3,22,51
3,22,52
3,22,54
3,22,55
3,23,30
3,23,31
3,23,32
3,23,33
3,23,34
3,23,36
3,23,37
3,23,38
3,23,39
3,23,41
3,23,42
3,23,43
3,23,44
3,23,45
3,23,47
3,23,48
3,23,51
3,23,52
3,23,54
3,23,55
3,24,30
3,24,31
3,24,32
3,24,33
3,24,34
3,24,36
3,24,37
3,24,38
3,24,39
3,24,41
3,24,42
3,24,43
3,24,44
3,24,45
3,24,47
3,24,48
3,24,51
3,24,52
3,24,54
3,24,55
3,25,30
3,25,31
3,25,32
3,25,33
3,25,34
3,25,36
3,25,37
3,25,38
3,25,39
3,25,41
3,25,42
3,25,43
3,25,44
3,25,45
3,25,47
3,25,48
3,25,51
3,25,52
3,25,54
3,25,55
3,26,30
3,26,31
3,26,32
3,26,33
3,26,34
3,26,36
3,26,37
3,26,38
3,26,39
3,26,41
3,26,42
3,26,43
3,26,44
3,26,45
3,26,47
3,26,48
3,26,51
3,26,52
3,26,54
3,26,55
3,27,30
3,27,31
3,27,32
3,27,33
3,27,34
3,27,36
3,27,37
3,27,38
3,27,39
3,27,41
3,27,42
3,27,43
3,27,44
3,27,45
3,27,47
3,27,48
3,27,51
3,27,52
3,27,54
3,27,55
3,28,30
3,28,31
3,28,32
3,28,33
3,28,34
3,28,36
3,28,37
3,28,38
3,28,39
3,28,41
3,28,42
3,28,43
3,28,44
3,28,45
3,28,47
3,28,48
3,28,51
3,28,52
3,28,54
3,28,55
3,29
3,30,54
3,30,55
3,31,54
3,31,55
3,34,45,54
3,34,45,55
3,35
3,36,54
3,36,55
3,37,54
3,37,55
3,38,54
3,38,55
3,39,54
3,39,55
3,40
3,41,54
3,41,55
3,42,54
3,42,55
3,46
3,50
3,51,54
3,51,55
3,52,54
3,52,55
4,9,10,32
4,9,10,33
4,9,10,44
4,9,10,56
4,9,10,57
4,9,10,58
4,9,10,59
4,9,10,60
4,9,11,32
4,9,11,33
4,9,11,44
4,9,11,56
4,9,11,57
4,9,11,58
4,9,11,59
4,9,11,60
4,9,12,32
4,9,12,33
4,9,12,44
4,9,12,56
4,9,12,57
4,9,12,58
4,9,12,59
4,9,12,60
4,9,13,32
4,9,13,33
4,9,13,44
4,9,13,56
4,9,13,57
4,9,13,58
4,9,13,59
4,9,13,60
4,9,14,32
4,9,14,33
4,9,14,44
4,9,14,56
4,9,14,57
4,9,14,58
4,9,14,59
4,9,14,60
4,9,15,32
4,9,15,33
4,9,15,44
4,9,15,56
4,9,15,57
4,9,15,58
4,9,15,59
4,9,15,60
4,9,16,32
4,9,16,33
4,9,16,44
4,9,16,56
4,9,16,57
4,9,16,58
4,9,16,59
4,9,16,60
4,9,17,32
4,9,17,33
4,9,17,44
4,9,17,56
4,9,17,57
4,9,17,58
4,9,17,59
4,9,17,60
4,9,18,32
4,9,18,33
4,9,18,44
4,9,18,56
4,9,18,57
4,9,18,58
4,9,18,59
4,9,18,60
4,9,19,32
4,9,19,33
4,9,19,44
4,9,19,56
4,9,19,57
4,9,19,58
4,9,19,59
4,9,19,60
4,9,20,32
4,9,20,33
4,9,20,44
4,9,20,56
4,9,20,57
4,9,20,58
4,9,20,59
4,9,20,60
4,9,21,32
4,9,21,33
4,9,21,44
4,9,21,56
4,9,21,57
4,9,21,58
4,9,21,59
4,9,21,60
4,9,22,32
4,9,22,33
4,9,22,44
4,9,22,56
4,9,22,57
4,9,22,58
4,9,22,59
4,9,22,60
4,9,23,32
4,9,23,33
4,9,23,44
4,9,23,56
4,9,23,57
4,9,23,58
4,9,23,59
4,9,23,60
4,9,24,32
4,9,24,33
4,9,24,44
4,9,24,56
4,9,24,57
4,9,24,58
4,9,24,59
4,9,24,60
4,9,25,32
4,9,25,33
4,9,25,44
4,9,25,56
4,9,25,57
4,9,25,58
4,9,25,59
4,9,25,60
4,9,26,32
4,9,26,33
4,9,26,44
4,9,26,56
4,9,26,57
4,9,26,58
4,9,26,59
4,9,26,60
4,9,27,32
4,9,27,33
4,9,27,44
4,9,27,56
4,9,27,57
4,9,27,58
4,9,27,59
4,9,27,60
4,9,28,32
4,9,28,33
4,9,28,44
4,9,28,56
4,9,28,57
4,9,28,58
4,9,28,59
4,9,28,60
4,9,29,32
4,9,29,33
4,9,29,44
4,9,29,56
4,9,29,57
4,9,29,58
4,9,29,59
4,9,29,60
4,9,30
4,9,31
4,9,32,35
4,9,32,40
4,9,32,46
4,9,32,50
4,9,33,35
4,9,33,40
4,9,33,46
4,9,33,50
4,9,34
4,9,35,44
4,9,35,56
4,9,35,57
4,9,35,58
4,9,35,59
4,9,35,60
4,9,40,44
4,9,40,56
4,9,40,57
4,9,40,58
4,9,40,59
4,9,40,60
4,9,41
4,9,42
4,9,43
4,9,44,46
4,9,44,50
4,9,45
4,9,46,56
4,9,46,57
4,9,46,58
4,9,46,59
4,9,46,60
4,9,50,56
4,9,50,57
4,9,50,58
4,9,50,59
4,9,50,60
4,10,30,36
4,10,30,39
4,10,30,43
4,10,30,45
4,10,30,52
4,10,31,36
4,10,31,39
4,10,31,43
4,10,31,45
4,10,31,52
4,10,32,52
4,10,34,36,45
4,10,34,52
4,10,36,39
4,10,36,52
4,10,37
4,10,38
4,10,39,52
4,10,41
4,10,42
4,10,51
4,11,30,36
4,11,30,39
4,11,30,43
4,11,30,45
4,11,30,52
4,11,31,36
4,11,31,39
4,11,31,43
4,11,31,45
4,11,31,52
4,11,32,52
4,11,34,36,45
4,11,34,52
4,11,36,39
4,11,36,52
4,11,37
4,11,38
4,11,39,52
4,11,41
4,11,42
4,11,51
4,12,30,36
4,12,30,39
4,12,30,43
4,12,30,45
4,12,30,52
4,12,31,36
4,12,31,39
4,12,31,43
4,12,31,45
4,12,31,52
4,12,32,52
4,12,34,36,45
4,12,34,52
4,12,36,39
4,12,36,52
4,12,37
4,12,38
4,12,39,52
4,12,41
4,12,42
4,12,51
4,13,30,36
4,13,30,39
4,13,30,43
4,13,30,45
4,13,30,52
4,13,31,36
4,13,31,39
4,13,31,43
4,13,31,45
4,13,31,52
4,13,32,52
4,13,34,36,45
4,13,34,52
4,13,36,39
4,13,36,52
4,13,37
4,13,38
4,13,39,52
4,13,41
4,13,42
4,13,51
4,14,30,36
4,14,30,39
4,14,30,43
4,14,30,45
4,14,30,52
4,14,31,36
4,14,31,39
4,14,31,43
4,14,31,45
4,14,31,52
4,14,32,52
4,14,34,36,45
4,14,34,52
4,14,36,39
4,14,36,52
4,14,37
4,14,38
4,14,39,52
4,14,41
4,14,42
4,14,51
4,15,30,36
4,15,30,39
4,15,30,43
4,15,30,45
4,15,30,52
4,15,31,36
4,15,31,39
4,15,31,43
4,15,31,45
4,15,31,52
4,15,32,52
4,15,34,36,45
4,15,34,52
4,15,36,39
4,15,36,52
4,15,37
4,15,38
4,15,39,52
4,15,41
4,15,42
4,15,51
4,16,30,36
4,16,30,39
4,16,30,43
4,16,30,45
4,16,30,52
4,16,31,36
4,16,31,39
4,16,31,43
4,16,31,45
4,16,31,52
4,16,32,52
4,16,34,36,45
4,16,34,52
4,16,36,39
4,16,36,52
4,16,37
4,16,38
4,16,39,52
4,16,41
4,16,42
4,16,51
4,17,30,36
4,17,30,39
4,17,30,43
4,17,30,45
4,17,30,52
4,17,31,36
4,17,31,39
4,17,31,43
4,17,31,45
4,17,31,52
4,17,32,52
4,17,34,36,45
4,17,34,52
4,17,36,39
4,17,36,52
4,17,37
4,17,38
4,17,39,52
4,17,41
4,17,42
4,17,51
4,18,30,36
4,18,30,39
4,18,30,43
4,18,30,45
4,18,30,52
4,18,31,36
4,18,31,39
4,18,31,43
4,18,31,45
4,18,31,52
4,18,32,52
4,18,34,36,45
4,18,34,52
4,18,36,39
4,18,36,52
4,18,37
4,18,38
4,18,39,52
4,18,41
4,18,42
4,18,51
4,19,30,36
4,19,30,39
4,19,30,43
4,19,30,45
4,19,30,52
4,19,31,36
4,19,31,39
4,19,31,43
4,19,31,45
4,19,31,52
4,19,32,52
4,19,34,36,45
4,19,34,52
4,19,36,39
4,19,36,52
4,19,37
4,19,38
4,19,39,52
4,19,41
4,19,42
4,19,51
4,20,30,36
4,20,30,39
4,20,30,43
4,20,30,45
4,20,30,52
4,20,31,36
4,20,31,39
4,20,31,43
4,20,31,45
4,20,31,52
4,20,32,52
4,20,34,36,45
4,20,34,52
4,20,36,39
4,20,36,52
4,20,37
4,20,38
4,20,39,52
4,20,41
4,20,42
4,20,51
4,21,30,36
4,21,30,39
4,21,30,43
4,21,30,45
